Country,region,1970/3,1970/6,1970/9,1970/12,1971/3,1971/6,1971/9,1971/12,1972/3,1972/6,1972/9,1972/12,1973/3,1973/6,1973/9,1973/12,1974/3,1974/6,1974/9,1974/12,1975/3,1975/6,1975/9,1975/12,1976/3,1976/6,1976/9,1976/12,1977/3,1977/6,1977/9,1977/12,1978/3,1978/6,1978/9,1978/12,1979/3,1979/6,1979/9,1979/12,1980/3,1980/6,1980/9,1980/12,1981/3,1981/6,1981/9,1981/12,1982/3,1982/6,1982/9,1982/12,1983/3,1983/6,1983/9,1983/12,1984/3,1984/6,1984/9,1984/12,1985/3,1985/6,1985/9,1985/12,1986/3,1986/6,1986/9,1986/12,1987/3,1987/6,1987/9,1987/12,1988/3,1988/6,1988/9,1988/12,1989/3,1989/6,1989/9,1989/12,1990/3,1990/6,1990/9,1990/12,1991/3,1991/6,1991/9,1991/12,1992/3,1992/6,1992/9,1992/12,1993/3,1993/6,1993/9,1993/12,1994/3,1994/6,1994/9,1994/12,1995/3,1995/6,1995/9,1995/12,1996/3,1996/6,1996/9,1996/12,1997/3,1997/6,1997/9,1997/12,1998/3,1998/6,1998/9,1998/12,1999/3,1999/6,1999/9,1999/12,2000/3,2000/6,2000/9,2000/12,2001/3,2001/6,2001/9,2001/12,2002/3,2002/6,2002/9,2002/12,2003/3,2003/6,2003/9,2003/12,2004/3,2004/6,2004/9,2004/12,2005/3,2005/6,2005/9,2005/12,2006/3,2006/6,2006/9,2006/12,2007/3,2007/6,2007/9,2007/12,2008/3,2008/6,2008/9,2008/12,2009/3,2009/6,2009/9,2009/12,2010/3,2010/6,2010/9,2010/12,2011/3,2011/6,2011/9,2011/12,2012/3,2012/6,2012/9,2012/12,2013/3,2013/6,2013/9,2013/12,2014/3,2014/6,2014/9,2014/12,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12
Nepal,Southern Asia,4.26,4.51,4.63,4.48,4.32,4.32,4.52,4.37,4.36,4.74,4.97,4.94,4.88,5.2,5.44,5.64,5.77,6.17,6.55,6.87,6.63,6.72,6.97,6.97,6.52,6.45,6.71,6.76,6.73,7.1,7.48,7.75,7.56,7.62,7.96,8.05,7.73,7.84,8.27,8.46,8.66,8.96,9.58,9.84,9.73,9.94,10.61,10.9,10.67,10.96,11.99,12.38,12.12,12.66,13.4,13.51,12.95,12.87,13.57,13.77,13.41,13.9,14.71,15.41,15.88,16.64,17.79,18.02,17.67,18.12,19.75,20.15,19.55,20.07,21.09,21.78,21.17,21.82,23.06,23.75,23.02,23.9,24.81,25.46,25.45,26.58,29.29,31,30.88,32.36,34.15,34.18,33.1,34.36,36.76,37.23,36,37.6,39.35,40.3,39,40.3,42.6,43.04,42.17,43.97,46.71,47.29,45.16,45.64,47.79,48.78,48.9,50.18,53.61,55.76,53.84,55.21,57.27,57.64,56.07,56.35,57.77,59.34,57.16,58.06,59.71,60.76,58.96,59.61,61.9,62.36,61.53,64.06,65.33,65.76,64.41,65.1,66.86,67.6,68.93,67.72,71.75,73.62,72.4,73.35,73.62,73.62,72.4,73.35,76.5,77.4,76.28,79.78,85.45,87.83,86.39,89.36,94.08,96.04,95.5,97.36,102.58,104.56,105.67,106.65,111.37,113.23,113.02,115.96,124.2,125.06,124.37,126.15,133.95,137,135.7,138.2,144.28,146.92,145.14,148.02,154.69,161.71,161.38,163.26,168.55,169.94,169.1,168.6,173.26,176.23,174.7,176.25,180.56,183.59,182.34,185.59,192.07,194.91,194.74,196.16,200.25,201.91,200.77,203.31,208.28,213.61,213.51,219.37,225.63,230.66,229.57,235.45,243.05,244.35
Netherlands,Western Europe,22.51,22.84,23.11,23.42,23.97,24.58,24.86,25.33,25.87,26.5,26.7,27.38,27.85,28.67,28.9,29.57,30.28,31.2,31.75,32.78,33.49,34.42,35.1,35.89,36.56,37.7,37.99,38.9,39.24,40.21,40.46,40.92,41.05,41.64,42.19,42.57,42.76,43.39,43.8,44.53,45.25,46.2,46.9,47.49,48.27,49.16,50,50.93,51.65,52.3,52.87,53.27,53.29,53.65,54.18,54.73,55.22,55.64,55.76,56.35,56.52,57.09,57.05,57.35,57.09,57.22,56.76,57.13,56.4,56.57,56.73,56.92,56.61,56.97,57.24,57.47,57.09,57.56,57.9,58.21,58.38,58.85,59.35,59.84,60.01,60.48,61.41,62,62.2,62.79,63.16,63.52,63.75,64.26,64.91,65.23,65.64,66.14,66.65,66.96,67.22,67.57,67.71,67.99,68.41,68.92,68.99,69.45,69.72,70.19,70.59,71.09,71.17,71.73,71.85,72.34,72.7,73.32,73.44,73.84,74.07,74.91,75.27,75.96,77,78.2,78.49,79,79.9,80.82,81.01,81.24,81.84,82.44,82.68,82.76,82.84,83.62,83.62,83.82,84.19,84.9,85.09,85.36,85.12,86.02,86.09,86.04,86.46,87.56,87.2,87.59,88.31,89.58,89.96,89.63,90.04,91.02,90.22,90.46,90.84,91.91,91.62,91.99,92.53,93.85,94.25,94.3,94.82,95.92,96.41,96.98,97.63,98.56,99.09,98.49,98.7,99.53,100,99.38,98.86,100.41,100.73,100,99.44,100.41,100.74,100.68,100.96,101.67,102.14,102.05,102.2,103.21,104.21,104.12,104.8,105.95,106.99,106.9,106.49,107.34,108.23,107.98,108.35,109.5,110.58,113.12,116.42,119.3,124.14,125.85,124.13,126.03,127.33,126.86
New Zealand,Australia and New Zealand,6.5,6.6,6.72,6.99,7.17,7.32,7.47,7.63,7.77,7.87,7.95,8.05,8.24,8.46,8.66,8.86,9.09,9.31,9.65,9.98,10.29,10.69,11.08,11.54,12.05,12.59,12.99,13.35,13.7,14.36,14.86,15.39,15.7,16.12,16.52,16.95,17.33,18.12,19.03,19.75,20.52,21.37,22.14,22.94,23.65,24.59,25.55,26.54,27.39,28.76,29.79,30.6,30.85,31.15,31.4,31.7,31.92,32.62,33.6,34.68,36.2,38.04,39.08,39.97,40.89,42,43.39,47.26,48.37,49.96,50.75,51.79,52.71,53.13,53.6,54.24,54.83,55.48,57.43,58.14,58.68,59.71,60.31,60.96,61.34,61.39,61.61,61.56,61.83,61.99,62.21,62.37,62.42,62.8,63.13,63.24,63.24,63.49,64.25,65.01,65.77,66.4,66.53,66.91,67.22,67.73,68.11,68.61,68.42,68.49,68.8,69.18,69.31,69.63,70,69.44,69.25,69.37,69.65,69.79,70.27,70.76,71.73,72.56,72.42,73.05,73.47,73.88,74.3,75.06,75.41,75.89,76.17,76.17,76.52,77.07,77.35,77.97,78.46,79.15,79.5,80.19,81.1,81.65,82.14,83.39,83.97,83.8,84.22,85.05,85.47,86.47,87.05,88.47,89.81,89.39,89.64,90.14,91.31,91.14,91.47,91.64,92.64,94.81,95.56,96.48,96.89,96.56,97.06,97.39,97.64,97.48,97.89,98.06,98.98,99.06,99.4,99.65,99.98,99.81,99.65,100.06,100.4,99.9,100.06,100.48,100.81,101.23,102.23,102.23,102.73,102.84,103.36,103.76,104.68,104.79,104.89,105.5,106.22,106.73,107.55,107.04,107.75,108.26,109.18,110.61,113.07,114.7,116.75,118.69,121.25,122.98,124.52,125.85,128.09,128.71
Niger,Sub-Saharan Africa,14.37,14.86,14.95,15.15,15.04,15.36,15.81,15.62,15.82,17.17,17.24,17.63,17.6,19.21,19.67,19.37,19.24,19.19,20.07,19.93,20.26,20.96,21.74,22.61,23.4,25.62,27.76,28.93,30.15,30.84,34.8,34.5,34.43,35,36.93,37.09,36.31,38.57,40.15,38.83,39.12,41.96,43.81,44.82,45.45,49.46,59.93,53.78,56.23,58.2,59.56,58.91,54.38,55.58,57.39,59.75,59.76,61.86,65,59.49,59.08,61.63,63.46,59.66,56.58,58.94,62.87,57.62,54.28,54.11,56.78,55,56.22,53.9,54.35,52.63,51.31,52.34,54.68,52.6,51.95,51.75,53.74,51.85,48.16,48.35,48.17,48.3,46.89,45.71,46.86,44.87,44.79,44.96,46.86,45.49,54.06,62.29,65.74,65.63,65.85,67.4,71.19,69.45,69.14,72.17,75.18,71.88,73.04,74.12,75.15,74.52,74.52,78.37,80.28,77.15,75.03,75.86,76.79,75.5,75.19,78.08,79.76,78.94,78.44,81.33,83.08,81.62,81.6,84.06,84.42,82.94,81.74,82.36,82.19,81.33,79.57,81.19,83.2,84.54,84.49,88.17,92.76,88.69,86.97,88.57,90.46,88.24,86.33,87.04,89.46,91.61,92.71,95.34,103.2,103.27,98.33,98.53,100.07,99.88,98.1,99.65,101.36,100.9,101.68,102.18,104.22,103.69,101.36,103.26,104.71,104.31,103,105,108.65,106.49,103.45,104.02,106.05,105.68,103.4,103.72,104.87,104.8,102.86,106.02,108.57,106.24,106.02,109,110.22,110.29,110.54,113.17,113.13,111.62,109.14,109.4,109.36,109.4,109.72,112.23,115.25,112.77,114.24,115.97,119.41,117.62,120.09,121.96,123.54,121.39,121.89,123.15,129.97,130
Nigeria,Sub-Saharan Africa,0.09,0.1,0.1,0.1,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.15,0.16,0.19,0.2,0.21,0.22,0.23,0.23,0.24,0.25,0.27,0.29,0.3,0.31,0.33,0.34,0.34,0.35,0.37,0.38,0.37,0.38,0.38,0.43,0.43,0.46,0.48,0.51,0.51,0.51,0.52,0.53,0.54,0.57,0.62,0.68,0.73,0.78,0.91,0.98,0.95,0.95,0.97,0.96,0.94,0.94,0.98,1.06,1.06,1.07,1.08,1.13,1.16,1.27,1.48,1.62,1.61,1.94,2.33,2.38,2.35,2.35,2.43,2.46,2.42,2.49,2.7,2.82,2.9,3.22,3.83,4.34,4.39,4.94,6.04,6.79,7.03,7.67,8.76,10.48,12.02,13.75,16.45,18.37,18.72,19.85,21.48,23.25,22.43,22.68,23.79,24.23,23.73,24.39,25.73,26.91,26.84,27.82,28.4,27.53,26.99,27.29,29.16,30.75,31.21,32.25,35.18,36.58,36.76,38.04,39.3,41.18,40.38,41.04,43.36,47.17,49.62,50.57,50.76,52.32,54.7,56.8,59.78,66.03,62.94,63.16,66.06,68.88,67.64,67.42,69.43,71.9,71.31,72.9,76.36,81.33,81.92,83.34,85.93,90.14,92.27,95.8,97.97,102.27,103.95,107.29,109.03,112.17,114.82,120.37,123,125.52,128.6,131.27,133.81,135.92,138.76,141.54,144.51,147.31,149.84,153.34,157.43,161.03,163.94,170.61,181.47,189.26,194.19,201.17,211.45,219.57,224.72,229.84,236.33,244.2,250.18,255.84,263.1,271.35,279.73,287.04,295.82,307.31,321.59,336.78,348.87,359.56,371.98,389.79,410.67,432.61,451.21,475.25,502.98,543.12,
Norway,Northern Europe,12.54,12.71,12.97,13.21,13.43,13.55,13.71,13.95,14.26,14.5,14.81,15.03,15.29,15.65,15.84,16.17,16.7,17.01,17.37,17.8,18.54,18.97,19.54,19.88,20.33,20.9,21.31,21.43,22.15,22.74,23.27,23.46,24.15,24.54,25.06,25.35,25.4,25.7,26.03,26.43,27.37,28.33,29.23,29.9,31.4,32.3,33.2,33.6,35.13,35.87,36.8,37.5,38.57,39.13,39.67,40.23,41,41.67,42.1,42.63,43.33,44.07,44.53,45.03,45.83,46.73,48.1,49,50.4,51.27,51.9,52.63,53.97,54.87,55.33,55.8,56.5,57.43,57.83,58.2,58.97,59.63,60.03,60.83,61.27,61.9,62.13,62.4,62.7,63.4,63.57,63.8,64.33,64.93,64.93,65.07,65.13,65.57,65.93,66.2,66.87,67.33,67.47,67.63,67.47,68,68.4,68.83,69.53,69.83,69.97,70.37,71.03,71.4,71.57,72,72.63,73.17,73.03,73.93,74.73,75.3,75.53,76.23,77.37,78.27,77.47,77.77,78.17,78.63,78.57,79.5,81.77,80.4,80.07,80.47,80.6,81.07,81.03,81.47,81.4,82.3,82.47,82.97,83.23,84.27,84.3,85,84.07,84.53,84.43,86.17,87.03,87.27,88.4,89.23,89.17,90,90,90.5,91.8,92.33,91.67,92.57,93.07,93.67,93.03,93.33,93.83,94.03,93.37,94.47,95,95.87,96.17,96.63,97,97.67,98.23,98.6,98.9,99.83,100.2,101.07,102.03,103.3,104.2,104.67,104.67,105.47,105.77,106.07,106.77,108,109.23,109.63,109.97,110.63,111.03,111.4,111.23,111.9,112.77,112.83,114.53,115.07,116.7,118.07,118.9,121.77,124.57,125.9,126.77,129.67,130.2,131.6
Pakistan,Southern Asia,2.89,2.93,2.99,3.03,3.07,3.06,3.12,3.15,3.18,3.21,3.29,3.35,3.52,3.68,4.24,4.6,4.62,4.85,5.29,5.56,5.81,6.13,6.26,6.37,6.36,6.46,6.62,6.89,7.07,7.11,7.37,7.44,7.45,7.53,7.89,7.9,7.93,8.04,8.73,8.62,8.77,9.05,9.64,9.84,9.91,10.13,10.77,10.92,10.86,10.9,11.14,11.29,11.33,11.55,11.86,12.27,12.2,12.28,12.61,12.78,12.91,13.06,13.3,13.39,13.43,13.48,13.68,13.93,13.83,14.08,14.48,14.66,14.7,15.17,15.99,16.25,16.3,16.62,16.9,17.15,17.25,17.78,18.74,19.27,19.6,20.22,20.62,21.02,21.4,22.1,22.78,23.14,23.44,24.15,25.02,25.72,26.21,27.1,28.02,29.18,30.01,30.39,31.5,32.23,32.91,33.65,34.62,35.84,37.19,38.02,38.39,39,39.43,40.22,40.97,41.48,41.69,41.91,42.32,42.9,43.09,43.7,44.36,45.04,45.02,45.16,45.58,45.98,46.18,46.65,47.38,47.5,47.64,47.75,48.22,49.58,49.99,51.17,52.65,53.76,54.77,56.23,57.2,58.18,59.09,60.16,62.03,63.04,63.37,64.43,66.41,68.67,71.24,76.9,82.7,84.53,85.39,87.06,89.99,91.75,94.7,97.56,102.01,105.73,107.26,110.08,113.71,116.62,118.67,122.85,124.11,125.37,127.38,129.73,134.11,137.56,137.73,140.86,144.2,144.01,142.14,144.81,146.56,147.62,147.48,149.9,152.24,153.39,153.79,156.76,157.41,159.69,159.66,163.59,166.22,170.04,172.87,178.21,185.67,192.53,195.41,194.09,202.1,208.72,210.64,214.54,219.44,231.69,237.27,249.18,274.54,289.48,312.05,335.12,354.25,372.26
Panama,Latin America and the Caribbean,28.86,29.15,29.43,29.67,29.8,29.75,29.85,29.96,30.64,31.5,31.73,31.94,32.26,33.2,33.98,35,37.28,38.95,39.39,40.69,41.12,41.4,41.62,41.36,42.73,42.89,43.1,43.32,44.35,45,45.2,45.38,46.01,46.66,47.21,47.61,48.53,50.2,51.53,52.2,54.96,57.31,58.6,59.55,60.85,61.59,61.99,62.81,63.59,64.06,64.89,65.21,65.33,65.51,65.91,66.42,66.57,66.66,66.96,67.15,67.26,67.62,67.69,67.51,67.51,67.26,67.44,67.69,67.8,68.15,68.35,68.3,68.34,68.23,68.43,68.57,68.48,68.36,68.48,68.82,68.84,68.89,69.23,69.29,69.88,69.75,70.07,70.02,70.81,71.4,71.56,71.04,71.2,71.47,71.49,71.95,71.97,72.36,72.56,72.86,72.67,73.13,73.45,73.38,73.63,73.79,74.06,74.83,74.96,74.94,75.21,74.9,75.1,75.21,75.6,75.99,76.1,76.33,76.58,76.82,77.26,77.57,77.78,77.64,77.71,77.78,77.78,77.94,78.3,78.39,78.68,78.61,78.71,78.69,78.77,78.45,78.64,78.79,79.26,79.42,80.39,80.99,81.51,82.25,82.38,83.48,83.51,83.77,84.66,86.2,87.28,88.88,91.65,93.96,95.85,95.95,95.61,96.48,97.18,97.24,98.39,99.23,100.83,101.56,103.39,105.57,106.46,108.08,109.89,111.83,112.64,113.27,114.79,116.15,117.12,117.59,118.64,120.08,119.72,119.45,118.82,120.22,120.1,119.4,119.65,120.61,120.8,121.03,121.62,121.58,121.54,121.58,122.16,122.67,122.81,122.37,121.76,122.41,122.2,121.91,121.57,119.77,119.73,119.65,120.87,121.84,122.62,123.21,124.32,127.15,125.69,125.36,126.84,127.46,127.82,127.87
Papua New Guinea,Melanesia,,,,,5.39,5.45,5.54,5.64,5.74,5.83,5.87,5.92,6.04,6.11,6.38,6.77,7.17,7.89,8,8.1,8.31,8.48,8.66,8.98,9.1,9.21,9.34,9.43,9.48,9.53,9.77,9.96,10.04,10.09,10.31,10.56,10.49,10.61,10.87,11.39,11.72,11.94,12.22,12.73,13.01,13,13.08,13.44,13.62,13.59,13.85,14.37,14.57,14.66,14.98,15.59,16.07,15.82,16.07,16.27,16.48,16.47,16.67,16.97,17.26,17.4,17.71,17.87,17.94,18,18.23,18.42,18.84,18.81,19.09,19.8,20.05,19.83,19.93,20.16,20.76,21.28,21.55,21.95,22.51,22.72,23.07,23.2,23.49,23.69,23.9,24.36,24.67,24.77,25.22,25.53,25.33,25.17,25.35,27.2,28.43,28.92,31.23,32.28,33.37,33.51,34.04,33.99,34.32,34.76,35.35,35.8,37.08,38.04,40.56,43.61,42.36,43.38,47.97,49.36,50.66,52.86,53.82,54.28,55.16,57.03,59.21,59.9,60.94,62.4,66.47,68.78,73.52,74.23,74.29,74.58,75.64,75.64,75.4,76.35,75.44,76.3,76.72,79.96,77.58,78.18,80.76,79.2,78.41,78.97,79.46,81.77,84.32,87.43,90.19,90.96,92.88,93.3,95,96.13,98.35,99.43,100.51,101.71,102.79,103.87,104.96,106.15,107.23,108.31,108.85,112.32,113.62,113.73,115.46,115.57,117.84,119.58,121.64,123.26,125.1,126.51,128.57,131.06,133.23,135.07,137.34,139.72,141.24,142.97,144.38,146.33,147,148.88,150.89,153.3,154.32,155.37,156.46,157.49,159.15,165.16,164.14,165.59,166.54,170.62,171.16,175.03,176.43,179.96,181.87,180.99,179.4,182.49,,
Paraguay,Latin America and the Caribbean,0.56,0.56,0.57,0.57,0.59,0.58,0.59,0.61,0.64,0.64,0.65,0.66,0.7,0.72,0.75,0.75,0.91,0.92,0.91,0.92,0.95,0.95,0.99,1.01,1.02,1.01,1.01,1.03,1.09,1.12,1.12,1.14,1.18,1.19,1.24,1.32,1.42,1.46,1.66,1.78,1.85,1.92,1.98,1.99,2.15,2.18,2.17,2.25,2.25,2.27,2.29,2.39,2.48,2.52,2.68,2.75,2.84,2.97,3.22,3.52,3.59,3.68,4.05,4.4,4.88,5.15,5.24,5.44,5.84,6.04,6.3,7.03,7.39,7.27,7.89,8.37,8.71,9.22,10.37,10.78,11.56,12.76,13.99,15.33,16.11,16.43,16.82,17.31,18.18,18.66,19.67,20.24,21.41,22.26,22.9,24.19,25.97,26.97,27.81,28.71,29.93,30.85,31.44,31.9,33.18,34.04,34.42,34.64,35.78,36.69,36.61,36.67,38.21,40.47,41.53,42.37,42.56,42.69,43.92,44.4,45.9,47.17,47.59,48.5,49.67,50.49,50.83,51.9,53.22,54.25,57.44,59.33,63.58,64.41,63.05,65.12,66.18,66.59,67.51,66.95,68.63,70.85,71.73,74.21,76.3,77.39,77.46,81.64,82.31,82.59,84.82,88.51,90.99,92.73,94.09,94.77,95.09,94.62,95.65,96.86,98.22,99.14,99.79,102.86,107.26,108.41,108.76,108.59,111.6,112.4,112.22,112.72,114.2,113.96,115.41,117.42,120.07,121.46,120.81,121.82,123.79,124.62,125.33,125.57,130,129.88,129.35,130.5,133.04,134.19,134.6,136.61,138.78,139.33,139.97,141.76,142.4,143.82,143.91,145.15,146.07,145.33,145.97,148.08,149.78,150.51,154.36,158.84,163.38,167.96,170.25,171.81,174.88,176.11,175.84,177.76
Peru,Latin America and the Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.04,0.09,0.2,0.5,4.25,7.63,11.44,14.18,17.92,20.52,23.32,26.5,29.17,32.18,36.18,40.24,43.2,45.55,48.35,50.58,52.16,53.29,54.56,56.27,57.52,58.76,60.82,62.63,64.29,65.58,66.85,68.28,69.7,70.18,72.03,73.82,74.69,74.41,75.04,76.16,76.77,77.21,77.95,78.78,79.62,80.3,80.82,80.82,80.79,80.48,80,80.88,81,81.64,82.27,82.81,82.58,83.18,84.73,85.64,86.22,86.37,86.59,87.14,87.29,87.48,88.64,89.17,88.87,88.8,89,89.89,91,91.91,93.31,94.86,96.55,98.02,98.53,98.62,98.4,98.42,99.2,99.75,100.53,100.52,101.53,102.85,104.02,105.08,105.8,106.95,107.62,108.04,108.53,109.57,110.86,111.32,112.33,113.66,114.33,114.96,115.75,117.24,118.46,119.31,120.65,121.38,122.11,123.36,124.9,125.58,126.01,125.62,126.33,126.89,127.93,128.54,129.26,130.23,130.63,131.04,131.62,132.68,133.48,133.82,135.41,136.59,139.84,142.46,144.65,148.76,152.36,154.73,157.43,160.03,161.04,160.77
Philippines,South-eastern Asia,1.76,1.85,1.95,2.05,2.19,2.24,2.37,2.45,2.5,2.47,2.57,2.46,2.61,2.76,3.06,3.22,3.61,3.8,4.07,4.15,4.12,4.13,4.2,4.24,4.4,4.5,4.63,4.7,4.81,4.92,5.1,5.19,5.27,5.28,5.41,5.54,5.79,6.18,6.52,6.77,7.08,7.33,7.59,7.86,8.18,8.31,8.56,8.72,9.04,9.19,9.46,9.54,9.64,9.81,10.28,11.22,13.16,14.13,16.55,17.74,18.68,18.76,19.15,19.21,19.49,19.1,18.98,19.1,19.4,19.63,20.23,20.53,22.14,22.52,22.9,23.28,24.39,24.94,25.92,26.72,27.38,27.98,28.74,30.29,32.82,33.69,34.68,35.24,35.96,36.66,37.61,37.99,38.55,38.95,39.99,40.69,42.98,43.39,44.04,44.19,45.34,46.06,47.27,47.86,49.24,49.88,50.48,50.88,51.92,52.49,53.26,54.02,55.76,57.39,58.56,59.52,60.81,60.79,61.36,62,62.63,63.04,63.82,65.09,66.28,66.61,67.52,67.91,68.35,68.66,69.24,69.38,69.79,70.29,70.76,71.04,71.84,72.84,74.89,75.83,77.04,77.99,79.4,80.45,81.92,82.72,83.52,83.94,84.46,84.9,85.87,86.62,88.86,91.96,94.7,94.31,95.06,95.97,96.67,97.72,98.77,99.65,100.4,101.18,103.22,104.58,105.16,105.91,106.49,107.5,108.65,108.9,109.52,110.02,110.99,112.18,113.51,114.23,115.52,115.38,115.23,115.34,115.45,115.7,115.91,116.45,117.1,118.04,119.26,119.76,120.23,121.6,123.87,125.43,128.05,129.02,128.64,129.27,129.78,130.79,131.89,131.68,132.78,134.55,137.21,136.96,138.22,139.36,141.81,144.43,147.25,150.38,153.58,153.16,155.15,156.88
Poland,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.54,0.87,2.04,5.02,6.17,6.8,7.85,9.92,11.07,11.75,12.94,14.63,15.99,17.18,18.92,20.72,22.11,23.23,25.32,27.45,29.26,31.11,33.71,36.46,38.57,39.17,41.31,43.96,46.16,47.08,49.09,51.65,53.05,53.83,55.54,58.66,59.85,59.78,60.6,62.2,63.56,64.12,66.11,68.46,69.84,70.92,72.11,73.03,74.39,74.34,74.79,75.63,75.91,75.21,75.44,75.86,76.15,75.75,76.5,77.06,78.61,79.1,79.78,79.94,80.41,80.32,80.74,80.72,81.4,81.67,81.75,82.35,83.38,83.27,84.55,85.8,86.94,87.13,87.59,88.75,90.49,90.63,90.76,91.6,92.47,92.47,93.39,95.24,96.62,96.24,97.52,99.09,100.28,99.77,100.2,100.42,100.88,100.99,101.02,101.18,101.21,100.75,100.39,99.96,100.45,99.99,99.61,98.96,99.42,99.12,99.85,100.96,101.29,101.1,102.24,102.7,103.24,103.22,103.79,103.92,105.68,105.98,106.55,108.67,109.05,109.18,109.48,111.71,113.8,114.94,118,122.48,129.67,133.77,138.68,144.3,147.01,146.49,147.28
Portugal,Southern Europe,1.69,1.69,1.71,1.75,1.82,1.88,1.93,2.03,2.07,2.11,2.12,2.17,2.28,2.33,2.41,2.56,2.82,2.94,3.1,3.12,3.28,3.39,3.5,3.64,3.97,3.78,4.31,4.67,5.01,5.52,5.58,5.8,6.07,6.53,6.77,7.16,7.45,7.95,8.24,8.7,9.03,9.25,9.47,9.72,10.35,10.81,11.42,12.02,12.84,13.46,13.75,14.23,15.4,16.15,17.19,18.57,20.03,21.1,22.31,22.98,24.87,25.68,25.96,26.72,28.21,28.86,29.1,29.79,31.03,31.58,31.89,32.64,33.83,34.41,35.27,36.46,38.02,38.93,39.96,40.83,42.94,44.28,45.35,46.67,48.67,49.81,50.63,51.36,53.13,54.87,55.58,56.06,57.43,58.28,59.01,59.81,61.04,61.71,62.02,62.48,63.88,64.4,64.52,64.89,65.5,66.47,66.76,66.87,67.45,67.87,68.11,68.38,68.72,69.64,69.97,70.48,70.64,71.39,71.4,71.89,71.93,73.18,73.8,74.55,75.38,76.55,76.87,77.49,77.91,79.16,79.66,80.59,80.98,81.95,81.93,82.66,82.76,83.98,83.91,84.63,84.52,85.52,86.03,86.84,87.21,88.7,88.62,89.03,89.32,90.95,90.55,91.42,91.94,93.56,93.32,92.8,91.93,92.53,91.91,92.15,92.2,93.44,93.69,94.35,95.64,96.96,96.7,98.04,98.91,99.68,99.51,99.98,99.11,100.3,99.85,99.91,98.98,99.96,99.32,99.8,98.88,100.68,100.08,100.36,99.42,101.13,100.73,101.14,100.83,102.6,101.88,102.63,101.6,103.61,103.31,103.48,102.37,104.15,103.13,103.73,102.79,103.87,103.13,103.55,103.21,104.66,104.67,106.02,107.64,113.01,114.19,116.51,116.26,117.94,118.13,118.48
Romania,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.05,0.07,0.08,0.11,0.17,0.21,0.25,0.33,0.45,0.67,0.94,1.36,1.66,1.97,2.12,2.34,2.48,2.57,2.7,2.95,3.16,3.4,3.87,4.43,6.81,9.4,10.08,11.58,13.45,14.75,15.39,16.64,18.21,21.14,23,25.46,27.98,30.54,33.34,36.07,39.2,41.78,43.95,47.11,49.76,51.93,53.33,55.79,58.05,59.61,61.31,64.03,65.93,66.94,68.58,70.42,71.76,73.56,74.67,76.38,77.93,78.78,79.08,80.02,80.91,81.77,83.02,85.38,87.35,88.77,89.76,91.2,93.26,94.17,94.24,95.36,97.58,98.27,101.3,102.85,104.93,106.36,105.54,106.32,107.63,108.36,109.83,111.45,113.68,114.13,113.47,113.41,114.88,115.2,114.73,114.74,115.49,115.3,112.71,113.32,112.5,112.44,112.13,112.7,112.66,113.22,113.76,116.15,117.91,119.27,119.31,120.38,122.3,124.06,123.89,124.88,126.25,127.17,127.16,127.56,130.13,131.81,134.15,137.74,141.85,150.84,154.79,159.97,163.19,166.98,169.08,171.38
