Country,region,1970/3,1970/6,1970/9,1970/12,1971/3,1971/6,1971/9,1971/12,1972/3,1972/6,1972/9,1972/12,1973/3,1973/6,1973/9,1973/12,1974/3,1974/6,1974/9,1974/12,1975/3,1975/6,1975/9,1975/12,1976/3,1976/6,1976/9,1976/12,1977/3,1977/6,1977/9,1977/12,1978/3,1978/6,1978/9,1978/12,1979/3,1979/6,1979/9,1979/12,1980/3,1980/6,1980/9,1980/12,1981/3,1981/6,1981/9,1981/12,1982/3,1982/6,1982/9,1982/12,1983/3,1983/6,1983/9,1983/12,1984/3,1984/6,1984/9,1984/12,1985/3,1985/6,1985/9,1985/12,1986/3,1986/6,1986/9,1986/12,1987/3,1987/6,1987/9,1987/12,1988/3,1988/6,1988/9,1988/12,1989/3,1989/6,1989/9,1989/12,1990/3,1990/6,1990/9,1990/12,1991/3,1991/6,1991/9,1991/12,1992/3,1992/6,1992/9,1992/12,1993/3,1993/6,1993/9,1993/12,1994/3,1994/6,1994/9,1994/12,1995/3,1995/6,1995/9,1995/12,1996/3,1996/6,1996/9,1996/12,1997/3,1997/6,1997/9,1997/12,1998/3,1998/6,1998/9,1998/12,1999/3,1999/6,1999/9,1999/12,2000/3,2000/6,2000/9,2000/12,2001/3,2001/6,2001/9,2001/12,2002/3,2002/6,2002/9,2002/12,2003/3,2003/6,2003/9,2003/12,2004/3,2004/6,2004/9,2004/12,2005/3,2005/6,2005/9,2005/12,2006/3,2006/6,2006/9,2006/12,2007/3,2007/6,2007/9,2007/12,2008/3,2008/6,2008/9,2008/12,2009/3,2009/6,2009/9,2009/12,2010/3,2010/6,2010/9,2010/12,2011/3,2011/6,2011/9,2011/12,2012/3,2012/6,2012/9,2012/12,2013/3,2013/6,2013/9,2013/12,2014/3,2014/6,2014/9,2014/12,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12
Rwanda,Sub-Saharan Africa,2.4,2.41,2.46,2.46,2.42,2.44,2.46,2.45,2.54,2.5,2.49,2.55,2.56,2.67,2.84,2.95,3.1,3.48,3.82,4.05,4.38,4.67,4.83,4.93,4.93,5,5.1,5.09,5.19,5.63,6,6.21,6.33,6.5,6.51,6.61,7.03,7.6,7.62,7.78,7.86,8,8.08,8.27,8.33,8.58,8.73,8.64,8.87,9.52,10,10.2,10.09,10.19,10.44,10.41,10.38,10.55,11.18,11.23,11.12,11.08,10.97,10.93,10.66,10.74,11.1,11.12,11.06,11.44,11.43,11.49,11.51,11.66,11.83,11.77,11.72,11.9,11.84,11.78,11.81,11.87,12.18,13.35,14.2,14.67,14.88,15.14,15.2,15.6,16.4,17.32,17.8,18.05,18.14,18.49,18.71,,,,,32.74,37.45,37.96,37.52,37.6,39.36,40.4,41.06,,43.07,46.61,46.95,47.05,45.59,44.68,44.92,44.41,45,45.5,45.61,45.99,46.85,48.39,48.68,48.14,48.09,48.17,48.24,48.55,49.47,50.68,51.17,52.35,53.72,54.37,56.87,58.25,60.3,62.13,63.62,65.02,65.39,64.92,67.83,70.36,71.45,72.31,75.86,76.52,77.31,77.86,80.99,86.43,92.47,95.14,96.93,98.19,100.41,105.47,101.33,99.14,99.06,100.47,97.78,103.22,104.83,106.49,107.63,113.56,116.01,117.47,115.87,118.87,121.71,125.15,121.64,124.2,124.31,122.79,121.6,125.78,127.16,130.87,129.12,132.1,136.79,143.65,145.62,147.08,146.97,146.85,144.37,148.59,147.02,144.71,144.58,148.66,151.43,159.6,162.92,163.69,168.2,168.99,166.95,165.43,164.71,164.09,173.18,188.27,199.79,216.91,226.54,232.85,235.14,237.61
Samoa,Polynesia,4.44,4.49,4.52,4.52,4.58,4.64,4.76,4.84,4.91,5.02,5.14,5.17,5.25,5.46,5.68,6.23,6.64,6.96,7.11,7.55,7.66,7.84,7.75,7.51,7.67,7.89,8.18,8.51,8.85,9.26,9.46,9.39,9.32,9.41,9.44,9.56,9.57,9.9,10.79,11.67,12.44,13.58,14.41,15.35,15.72,16.02,17.34,18.13,19,19.7,20.49,20.33,20.8,22.17,24.49,25.15,25.23,25.18,26.14,27.03,27.98,27.86,28.29,28.87,29.66,29.99,29.99,29.84,30.45,30.68,31.1,32.7,33.49,34.41,33.92,33.75,34.98,34.98,36.48,37.89,40.4,42.28,42.31,41.34,41.62,39.52,40.86,41.3,44.34,44.89,44.66,44.17,45.34,44.81,44.99,45.96,51.41,51.34,51.03,49.2,48.89,49.62,49.36,49.21,51.17,51.64,52.19,52.68,54.6,54.88,57.02,55.43,55.88,57.59,57.04,56.35,56.72,57.59,56.91,56.23,56.84,57.34,58.79,56.69,57.55,58.58,62.08,60.26,62.18,64.2,67.22,64.07,62.97,65.23,66.39,63.37,73.69,76.41,75.44,74.52,75.64,76.14,76.27,77.57,79.03,78.63,78.59,80.68,82.61,83.57,84.1,84.33,87.81,89.6,95.84,100.05,100.02,100.58,99.05,97.26,99.22,100.15,100.02,100.61,103.14,103.37,104.76,109.67,108.98,109.01,107.02,104.56,111.43,108.51,106.95,105.29,106.92,107.02,106.89,109.61,109.51,108.38,107.38,108.28,110.03,109.05,110.9,109.23,110.08,110.41,112.67,113.73,114.26,116.26,118.64,116.48,114.67,117.03,119.56,118.96,119.89,115.31,115.4,112.25,114.52,117.25,121.81,123.77,125.35,128.69,139.43,136.19,140.05,143.79,144.63,143.4
Saudi Arabia,Western Asia,,,,,23.94,23.6,23.04,23.35,24.34,24.77,24.32,24.57,27.87,27.69,28.66,29.96,32.68,33.47,35.78,36.73,43.02,46.71,46.73,50.15,55.97,60.62,63.47,65.43,66.85,66.82,69.39,70.42,67.84,65.59,67.18,68.53,68.38,67.87,68.26,69.62,69.65,70.49,71.07,71.84,72.27,72.81,73.12,73.12,73.44,73.53,73.51,73.82,74.21,74.41,73.21,73.03,72.52,72.76,72.63,72.36,71.32,70.69,69.81,69.56,68.91,68.28,67.58,67.6,67.47,67.42,66.72,66.54,67.51,67.85,67.45,67.78,68.37,68.46,68.03,68.32,69.09,69.52,69.65,70.58,71.75,72.83,73.73,74.32,75.56,72.16,72.11,72.58,73.26,74.18,74.07,73.98,74.09,74.36,74.21,74.5,77.86,77.95,77.81,78.01,78.51,78.94,79.05,78.94,78.94,79.1,78.98,78.6,78.87,79.01,78.4,78.17,77.59,77.62,77.51,77.54,77.25,76.71,76.5,76.3,76.06,75.91,75.65,75.7,75.96,75.81,76.06,76.24,76.27,76.24,76.74,76.68,77.02,76.56,76.89,77.05,76.97,76.84,77.28,77.9,78.31,78.57,78.88,80.05,80.77,80.9,82.5,84.8,87.57,89.38,91.4,93.1,93.62,94.11,95.25,96.75,97.81,99.05,100.92,102.23,104.65,105.44,106.23,106.98,107.32,108.18,109.27,110.66,112.18,112.21,112.86,113.57,114.39,115.15,115.52,115.85,116.05,116.38,116.79,117.24,119.02,119.15,119.21,118.73,118.29,118.37,118.3,117.16,121.83,121.22,120.91,119.77,117.92,117.95,118.71,119.02,119.27,119.08,125.85,125.72,125.6,125.87,126.41,127.05,127.63,128.74,130.09,130.96,131.48,132.26,132.67,133.05
Senegal,Sub-Saharan Africa,11.37,11.3,12.02,12.19,12.13,11.77,12.45,12.34,12.14,12.3,13.62,13.63,13.26,14.26,14.89,15.13,15.3,15.77,16.96,19.05,21.63,21.77,22.11,22.8,21.54,21.42,22.79,23.53,24.03,23.71,25.82,25.85,25.57,25.05,25.46,26.72,27.07,27.42,29.12,29.11,30.02,30.5,30.88,31.16,31.13,31.46,33,34.21,36.84,37.51,38.63,39.39,39.77,40.46,44.47,45.37,43.66,46.38,49.72,50.35,50.72,53.32,54.65,56.13,56.5,56.14,57.2,58.27,54.44,54.02,55.47,54.73,53.75,52.71,54.32,53.88,52.67,53.01,55.11,54.84,53.74,53.87,54.13,54.59,52.87,53.08,53.12,53.46,53.13,52.93,53.04,53.2,52.12,51.8,53.85,53.28,63.68,67.56,73.16,74.82,72.45,73.35,77.31,78.05,75.44,75.95,79.1,78.97,78.53,77.66,79.28,79.41,79.1,78.17,80.81,80.45,79.72,79.21,81.2,81.04,80.39,80.03,81.26,81.86,81.76,81.7,84.42,85.28,84.62,84.61,85.8,85.91,85.32,84.1,85.73,85.62,85.11,84.57,86.32,86.52,85.59,85.51,88.43,88.85,87.63,87.4,89.57,91.14,92.15,92.54,95.07,96.8,97.74,99.68,103.43,103.38,99.49,97.91,98.52,99.22,98.81,97.87,100.99,102.33,102.4,102.29,103.82,105.1,104.57,103.25,104.79,106.87,104.86,104.02,105.96,107.61,104.8,102.68,104.57,105.81,103.08,102.91,105.29,107.13,104.5,103.34,106.24,107.84,106.68,105.14,107.83,107.83,107.39,105.37,108.17,108.52,107.89,107.98,110.12,111.02,110.29,110.85,113.21,113.77,111.68,112.17,116.48,117.56,118.46,120.9,129.75,133.18,130.12,130.88,136.12,
Seychelles,Sub-Saharan Africa,5.9,6.11,6.36,6.14,6.44,6.59,7.6,7.46,7.96,8.03,9.03,8.95,9.43,10.12,10.65,9.95,11.16,11.93,13.21,13.68,14.21,14.24,15.11,15.71,16.33,16.42,17.43,17.9,18.92,19.39,20.17,19.79,20.87,21.49,23,22.12,23.52,24.29,25.26,25.34,26.23,27.34,29.16,29.03,30.78,31.19,31.16,30.46,30.22,30.6,30.76,30.98,31.24,31.17,33.95,33.66,33.81,33.88,33.86,33.63,40.2,40.36,40.85,40.5,39.91,40.61,40.85,41.02,41.24,41.08,41.75,42.47,42.23,42.12,42.66,42.58,42.89,42.32,43.39,43.6,43.9,44.24,45.49,45.44,45.72,37.77,38.58,38.78,39.12,39.37,40.58,39.64,40.2,40.14,40.38,40.03,40.65,41.05,41.06,40.95,40.81,40.81,41.06,40.57,40.32,40.15,40.58,40.43,40.43,40.47,40.69,40.9,41.13,41.49,41.64,42.45,43.39,43.9,43.98,46,46.31,46.69,47.38,47.93,49.82,50,50.5,49.22,49.99,49.87,49.99,50.05,50.32,50.42,52.68,53.08,53.76,53.7,53.51,53.5,53.91,54.13,54.46,53.91,53.78,53.99,54.08,53.8,54.09,54.65,56.78,61.61,69.53,71.05,76.72,93.76,104.41,103.57,102.01,99.86,100.55,99.36,99.94,100.15,100.77,101.49,103.01,104.97,106.55,109.8,111.26,111.8,113.17,114.42,115.21,115.67,116.07,116.22,116.31,116.23,120.89,120.85,121.48,120.39,119.27,119.35,120.15,119.94,121.2,122.99,124.28,123.91,126.87,127.4,128.09,128.25,129.58,129.94,130.1,131.59,134.36,141.72,143.81,144.46,148.06,152.98,157.82,,,,,,,,,
Singapore,South-eastern Asia,30.72,30.52,30.77,30.82,31.34,30.93,31.34,31.39,31.62,31.34,31.93,32.7,34.15,36.31,39.81,42.39,45.55,46.09,47.02,48.13,48.26,47.54,47.97,47.77,47.64,46.84,46.64,46.89,47.85,47.67,49,49.44,50.29,50.29,51.32,51.5,51.48,51.71,53.59,54.93,56.21,57.01,58.02,58.51,59.36,61.42,63.55,64.22,64.87,64.12,64.43,64.87,65.18,65.05,65.28,65.87,67.13,66.9,67.26,66.88,67.29,67.29,67.62,67.26,66.93,66.23,66.21,66.36,66.39,66.52,67.03,67.18,67.44,67.52,68.06,68.16,68.29,69.14,69.76,70.35,70.94,71.38,71.87,72.95,73.55,74.14,74.45,74.86,75.19,75.81,76.17,76.53,77.05,77.43,77.82,78.36,79.03,79.85,80.47,80.94,81.01,81.53,81.58,81.68,82.07,82.48,82.74,83.02,83.49,83.9,84.62,84.93,84.45,84,83.89,83.69,83.83,83.97,84.14,84.14,84.76,84.67,85.4,85.82,86.19,86.11,86.11,85.66,85.46,85.74,85.74,85.77,86.05,85.91,86.16,86.33,87.13,87.51,87.8,87.74,87.33,87.55,88.2,88.72,88.52,88.59,88.84,89.24,88.4,89.6,91.64,93.03,94.27,96.36,97.67,98.41,97.43,96.54,97.37,97.68,98.33,99.48,100.63,101.55,103.42,104.18,106.21,107.18,108.47,109.66,110.66,111.45,112.8,111.44,112.69,113.7,113.92,113.84,113.84,113.65,113.56,113.37,113.12,112.83,112.6,112.32,112.69,112.86,113.3,113.19,113.19,113.37,113.58,113.56,113.98,113.93,114.14,114.45,114.38,114.65,114.56,113.64,114.07,114.51,115.43,116.25,116.91,118.73,120.71,123.11,125.48,126.62,128.13,129.38,130.61,131.71
Slovakia,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01,24.11,24.78,25.18,25.86,25.91,26.26,27.55,30.82,31.72,33.01,34.62,35.59,36.13,37.21,38.7,39.65,40.07,40.83,41.61,42.13,42.52,43.05,43.84,44.66,45.2,45.66,46.54,47.95,48.52,48.46,49.28,51.24,51.9,55.38,56.21,59.21,60.1,60.28,61,63.44,64.74,64.95,65.08,66.19,66.56,66.56,66.97,71.23,71.84,72.64,73.35,77.17,77.7,78.04,77.98,79.31,79.65,79.67,80.67,82.73,83.34,83.59,83.96,85.06,85.42,85.65,86.69,88.48,89.26,89.99,90.85,91.07,90.97,91.07,91.26,91.56,91.99,92.05,92.26,94.6,95.56,95.7,96.42,98.21,98.9,99.19,99.76,100.35,100.51,100.47,100.27,100.27,100.45,100.35,100.23,99.86,100.35,100.05,99.74,99.33,99.66,99.29,99.64,100.25,100.62,100.82,101.45,102.6,103.43,103.57,103.68,105.04,106.04,106.53,106.67,107.94,108.1,108.16,108.3,109,110.51,112.36,114.26,119.1,124.33,128.04,131.63,137.1,139.49,139.44,140.08
Slovenia,Southern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.06,0.1,0.19,0.44,1.43,3.12,3.42,3.48,4.02,4.71,5.79,7.49,12.18,18.41,23.25,24.86,26.99,28.97,30.14,31.05,33.06,34.79,36.56,37.98,39.76,41.44,41.98,42.37,43.38,45.06,46.57,46.74,47.48,48.74,50.12,50.84,51.68,53.19,54.41,54.6,55.07,56.15,56.78,58.31,59.4,60.87,62.09,63.37,64.88,66.12,67.89,68.66,69.59,71.44,73.05,73.63,74.5,75.95,77.13,77.65,78.11,78.76,80.02,80.43,80.73,80.83,81.81,82.43,82.72,82.56,84.2,84.55,84.54,84.54,86.78,87.63,89.16,90.11,92.52,93,92.15,91.74,93.17,92.78,93.19,93.01,95.07,94.71,94.76,94.6,96.72,95.94,97.09,96.98,99.09,98.67,99.6,99.26,100.62,100.75,100.69,99.76,101.26,100.5,100.59,99.37,100.59,100.04,100,98.65,100.35,100.2,100.58,100.43,101.75,101.4,101.92,101.74,103.67,103.32,103.83,103.09,105.38,105.37,105.44,104.64,104.41,105.3,104.7,104.08,106.36,107.59,109.05,110.33,115.41,119.06,120.01,121.3,124.88,126.87,126.36
Solomon Islands,Melanesia,,,,2.36,2.41,2.41,2.49,2.53,2.61,2.63,2.65,2.63,2.64,2.64,2.7,2.87,3.04,3.11,3.25,3.5,3.56,3.56,3.51,3.57,3.64,3.69,3.81,3.69,3.8,3.92,4.14,4.22,4.37,4.47,4.52,4.56,4.68,4.78,4.91,5,5.15,5.33,5.62,5.81,6,6.36,6.55,6.59,6.88,7.16,7.32,7.45,7.51,7.6,7.76,7.88,8.14,8.41,8.78,8.39,8.7,8.88,8.85,9.07,9.33,10.04,10.31,10.65,10.93,10.76,11.31,11.74,12.53,12.77,13.27,13.67,14.82,14.84,15.01,15.37,15.94,16.05,16.34,16.96,18.07,18.78,19.11,19.16,20.01,20.79,21.05,21.35,21.66,22.71,23.01,23.44,24.56,25.47,26.36,26.46,27.12,27.78,28.6,29.25,31.05,31.44,31.6,31.94,33.27,34.14,34.19,34.62,36.85,38.12,38.89,39.25,40.38,40.97,42.01,42.04,42.56,43.86,46.21,45.81,47.15,47.43,47.75,48.47,49.52,51.57,54.69,55.88,56.2,57.29,57.72,57.95,60.02,61.11,61.75,62.28,63.03,64.61,67.92,67.58,70.94,73.09,74.1,74.53,77.02,77.66,78.39,82.02,84.51,90.47,96.79,97.9,98.98,99,98.75,99.16,100.6,99.97,99.41,100.02,104.05,107.31,108.29,109.78,111.65,114.93,113.37,114.86,119.57,120.93,120.52,118.33,123.69,129.57,126.86,124,123.31,123.39,126.9,127.62,128.12,126.96,124.69,124.04,125.8,127.54,126.61,126.3,130.81,130.64,130.81,131.53,132.2,131.86,133.13,135.15,142.49,139.41,133.42,132.79,139.08,137.35,134.94,136.12,138.19,143.21,147.84,148.46,,,,
South Africa,Sub-Saharan Africa,1.75,1.79,1.82,1.84,1.85,1.89,1.92,1.98,1.98,1.98,2.05,2.12,2.13,2.21,2.25,2.3,2.36,2.44,2.53,2.61,2.7,2.77,2.87,2.93,2.99,3.1,3.19,3.23,3.33,3.45,3.53,3.6,3.68,3.77,3.96,4.05,4.14,4.25,4.51,4.61,4.69,4.84,5.06,5.3,5.44,5.56,5.86,6.07,6.22,6.48,6.67,6.91,7.1,7.3,7.48,7.65,7.82,8.13,8.35,8.63,9,9.44,9.72,10.13,10.73,11.08,11.57,12.05,12.51,12.98,13.41,13.87,14.21,14.64,15.08,15.59,16.14,16.82,17.4,17.94,18.58,19.16,19.78,20.56,21.26,22.06,22.86,23.87,24.64,25.37,26.09,26.44,26.95,28.07,28.54,28.94,29.56,30.08,31.15,31.78,32.5,33.28,33.56,33.86,34.62,35.31,36.12,36.96,37.94,38.62,39.23,39.51,40.03,40.59,42.27,43.09,43.42,43.55,43.68,43.94,44.63,45.7,46.56,47.02,47.94,48.63,48.78,49.04,50.7,52.44,54.01,55.7,56.48,56.78,56.38,55.29,55.49,55.8,55.88,56.2,56.56,56.84,57.22,57.36,57.72,58.29,59.37,60,60.69,61.79,63.1,64.34,66.12,67.92,70.21,70.85,71.97,73.46,74.63,74.9,75.84,76.52,77.15,77.51,78.63,80.07,81.33,82.32,83.49,84.8,85.56,86.96,88.4,89.52,90.92,91.68,93.53,95.47,96.73,96.91,97.54,99.79,101.09,101.59,103.88,106.27,107.57,108.56,110.63,111.8,112.48,113.47,115,116.62,118.02,119.01,119.77,121.8,122.92,123.46,124.95,124.63,126.66,127.38,128.82,130.8,132.91,134.31,136.33,139.53,143.45,144.62,146.24,148.53,150.65,152.76
Spain,Southern Europe,4.7,4.73,4.88,4.99,5.07,5.18,5.24,5.41,5.5,5.56,5.72,5.85,5.95,6.16,6.43,6.67,6.82,7.15,7.41,7.78,8.1,8.38,8.7,8.92,9.29,9.93,10.22,10.69,11.38,12.01,13,13.57,14.05,14.66,15.35,15.78,16.36,16.94,17.67,18.24,19.09,19.59,20.34,20.97,21.88,22.51,23.25,23.98,25.01,25.9,26.66,27.27,28.32,29.01,29.61,30.66,31.73,32.28,33.17,33.68,34.76,35.4,35.77,36.47,37.87,38.29,39.15,39.6,40.18,40.45,40.97,41.44,41.95,42.1,43.17,43.71,44.56,45.01,46.16,46.82,47.68,48.05,49.11,49.97,50.63,50.97,52.02,52.76,53.94,54.23,54.92,55.5,56.23,56.76,57.45,58.15,59.04,59.51,60.14,60.68,61.85,62.56,62.82,63.34,64.11,64.81,65.11,65.44,65.74,65.83,66.29,66.73,66.95,67.16,67.6,67.73,68.21,68.68,69.22,69.56,70.2,70.86,71.73,72.34,72.86,73.79,74.35,74.38,74.68,76.32,76.12,77.31,77.49,78.5,78.34,79.36,79.18,81.01,80.93,82.09,81.77,83.62,83.71,85,85.05,86.92,86.67,87.21,87.11,89,88.72,90.66,90.93,93.09,93.07,92.88,91.35,92.46,92.07,93.02,92.35,93.93,93.87,95.39,95.57,97.21,96.75,98.02,97.44,99.12,99.42,101.05,99.99,100.83,100.62,101.18,100,101.05,100.29,100.67,98.99,100.8,99.87,100.34,98.33,99.84,99.69,101.32,101.03,101.84,101.34,102.79,102,103.67,103.6,104.55,103.15,104.63,103.92,105.01,103.78,103.94,103.4,104.25,104.39,106.6,106.91,110.31,112.6,116.3,117.67,117.58,118.29,119.84,120.98,121.42
Sri Lanka,Southern Asia,1.97,1.99,1.98,2,2,2.02,2.03,2.1,2.13,2.16,2.19,2.2,2.27,2.32,2.41,2.51,2.56,2.62,2.71,2.78,2.82,2.85,2.86,2.85,2.87,2.89,2.88,2.89,2.91,2.92,2.92,2.92,3.1,3.23,3.34,3.42,3.45,3.49,3.63,3.92,4.22,4.53,4.68,4.85,5.08,5.32,5.45,5.71,5.85,5.95,6.02,6.09,6.29,6.7,6.94,7.31,7.66,7.96,8.06,8.1,8.05,8.1,7.99,8.1,8.49,8.65,8.75,8.93,9.08,9.27,9.42,9.74,10.28,10.51,10.78,11.18,11.28,11.62,12.07,12.73,13.67,14.27,14.7,15.32,15.64,16.23,16.36,16.78,17.33,18,18.16,18.92,19.85,19.78,20.37,20.93,22.28,22.33,21.5,21.64,22.47,23.72,23.8,24.49,25.21,27.24,28.26,28.83,29.13,29.31,30.25,31.35,32.69,32.88,32.59,33.11,34.2,34.81,33.85,34.57,34.96,36.31,37.06,37.59,40.32,41.73,41.97,42.57,44.19,45.76,45.92,46.61,48.97,48.61,47.73,48.7,49.6,51.43,52.65,55.03,56.69,57.89,58.65,59.77,61.12,63.28,64.72,67.24,70.09,71.94,75.09,79.84,85.67,91.03,94.08,93.19,92.25,93.12,95.07,96.15,98.94,98.57,99.86,102.63,105.94,106.46,106.79,107.68,110.15,114.4,116.93,117.59,120.13,122.21,124.18,124.26,123.74,126.1,127.94,128.62,131.74,129.66,130.3,133.78,133.14,136.58,136.82,139.74,143.5,146.5,147.22,151.14,148.94,149.5,150.58,151.9,152.18,154.1,155.9,159.94,163.7,163.02,165.62,168.06,170.82,172.62,176.5,186.78,202.66,252.88,298.87,303.71,307.95,307.14,306.23,311.83
Sudan,Northern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.08,0.08,0.09,0.11,0.12,0.12,0.15,0.17,0.22,0.23,0.33,0.42,0.48,0.48,0.71,0.87,1.01,1.14,1.35,1.64,2.08,2.44,3.02,3.74,4.53,4.87,5.48,5.92,7.19,8.62,10.66,13.78,18.18,19.66,20.55,21.77,24.42,24.92,24.96,26.84,30.13,32.3,30.2,32.81,35.31,35.52,34.69,35.1,37.82,35.76,34.82,35.94,38.65,36.73,42.92,43.69,46.38,45.65,46.24,44.78,49.74,49.46,50.15,50.97,53.89,53.58,53.59,55.84,60.02,56.88,56.27,57.52,64.48,64.36,69.15,68.63,70.16,70.48,74.07,77.99,84.18,82,82.27,85.09,93.53,93.16,94.26,98.12,103.67,103.95,110.2,113.96,124.24,123.99,133.35,150.6,176.13,180.28,194.87,203.21,220.85,255.3,268.55,287.39,318.04,322.91,331.33,344.03,359.31,364.62,372.27,391.24,422.76,461.39,497.71,525.43,569.28,588.28,767.06,845.17,947.84,1000.85,1107.61,1232.28,1451.09,1585.78,1911.67,2675.23,3992.67,5575.2,8155.38,13033.69,19525.52,24268.96,29407.15,36843.62,42187.35,46748.11,,,,
Suriname,Latin America and the Caribbean,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.16,0.17,0.19,0.23,0.29,0.36,0.47,0.72,1.01,1.52,2.15,3.94,6.09,7.65,7.86,7.29,7.17,7.08,7.18,7.26,7.35,7.37,7.69,8.33,8.36,8.84,9.26,10.11,12.34,17.26,20.85,22.24,22.85,24.75,29.47,38.8,39.89,39.41,40.46,40.82,40.85,43.01,49.4,52.25,53.82,57.02,58.12,59.22,60.81,62.47,63.08,64.6,65.56,66.2,68.98,75.06,74.9,75.52,77.6,78.89,77.92,81.46,83,84.26,87.66,93.7,97.76,95.41,93.08,92.3,93.59,95.07,95.16,98.39,101.99,104.45,112.27,118.21,119.75,120.61,122.27,122.67,123.87,125.6,124.8,125.78,126.86,126.49,128.46,129.32,131.54,131.66,131.6,134.37,137.35,153.57,175.06,209.47,232.24,248.72,253.89,260.46,268.49,273.03,277.08,,284.28,287.7,289.86,292.94,296.01,299.92,317.66,383.32,417.61,471.39,503.24,565.13,700.14,761.47,814.83,889.15,1002.58,1150.3,1284.97,1435.28,1539.56,
Sweden,Northern Europe,12.92,13.11,13.31,13.51,14.03,14.01,14.23,14.49,14.76,14.93,15.15,15.34,15.64,15.92,16.14,16.51,17.17,17.32,17.62,18.46,18.65,19.07,19.65,20.11,20.69,21.21,21.51,22.01,22.62,23.49,24.28,24.8,25.69,26.06,26.29,26.67,27.19,27.66,28.29,29.13,30.77,31.34,32.11,33.43,34.71,35.45,36.2,36.73,37.85,38.49,39.04,40.01,41.14,41.82,42.65,43.57,44.59,45.42,45.9,46.88,48.16,49.05,49.16,49.9,50.7,50.96,51.19,51.72,52.43,52.69,53.62,54.41,55.12,56.09,56.74,57.61,58.69,59.74,60.3,61.36,64.02,65.73,67.01,68.23,71.25,72.49,72.66,73.61,73.67,74.04,74.23,74.95,77.31,77.72,77.63,78.27,78.58,79.3,79.64,80.12,80.61,81.48,81.48,81.88,81.77,82.12,81.61,81.68,81.62,82.28,82.48,82.96,82.06,82.39,81.96,82.04,82.01,82.54,82.51,82.91,82.67,83.25,83.21,83.81,83.93,85.52,85.57,85.93,86.17,87.21,87.15,87.78,88.74,88.84,88.53,88.91,88.79,89.2,89.02,89.33,89.02,89.46,89.49,89.98,89.72,90.82,90.91,91.37,91.46,92.47,92.68,94.24,94.42,95.97,96.65,96.55,95.17,95.42,95.28,95.83,95.82,96.3,96.35,97.65,98.32,99.44,99.55,100.25,100.06,100.55,100.17,100.32,100,100.27,100.26,100.38,99.65,100.28,100.09,100.17,99.66,100.07,100.03,100.24,100.31,100.89,101.06,101.67,101.79,102.68,103.24,103.47,103.52,104.63,105.43,105.63,105.46,106.75,107.03,107.45,106.51,106.87,107.65,107.79,108.15,108.8,109.78,111.37,113.18,116.89,120.45,124.24,126.1,128.36,129.75,131.14
